Occupation,Company,City,Min_salary,Max_salary,Experience,Date
Backend Developer,FinTech,Казань,,195000.0,7.0,2023-03-01
DevOps Engineer,CyberSec,Санкт-Петербург,128000.0,202000.0,8.0,2023-02-19
,DataMasters,Казань,195000.0,294000.0,9.0,2023-06-30
UI/UX Designer,CyberSec,Казань,,454000.0,7.0,2023-09-24
Machine Learning Engineer,CyberSec,,134000.0,349000.0,8.0,2023-08-09
DevOps Engineer,DataMasters,Екатеринбург,,434000.0,3.0,2023-07-24
Frontend Developer,MobileTech,Самара,161000.0,420000.0,9.0,
Backend Developer,DataMasters,Казань,179000.0,262000.0,3.0,2023-10-03
QA Engineer,CyberSec,Екатеринбург,,123000.0,4.0,2023-06-08
Python Developer,WebStudio,Уфа,96000.0,,4.0,2023-10-26
Backend Developer,,Казань,167000.0,316000.0,2.0,2023-09-18
Product Manager,,Новосибирск,161000.0,210000.0,8.0,2023-02-15
Data Analyst,CyberSec,Новосибирск,72000.0,299000.0,7.0,2023-04-09
DevOps Engineer,CyberSec,,79000.0,214000.0,9.0,2023-09-17
Data Analyst,MobileTech,Ростов-на-Дону,,438000.0,9.0,2023-04-08
,WebStudio,Нижний Новгород,166000.0,441000.0,6.0,2023-04-26
Frontend Developer,CloudNine,,173000.0,233000.0,0.0,2023-11-04
Data Analyst,GameDev,Самара,138000.0,286000.0,,2023-11-22
Frontend Developer,AIVentures,Санкт-Петербург,54000.0,280000.0,6.0,
Python Developer,TechCorp,Екатеринбург,65000.0,,6.0,2023-08-10
,GameDev,Екатеринбург,197000.0,406000.0,2.0,2023-07-12
Product Manager,,Нижний Новгород,88000.0,357000.0,4.0,2023-10-25
Python Developer,FinTech,Новосибирск,178000.0,197000.0,4.0,2023-09-26
UI/UX Designer,AIVentures,Екатеринбург,134000.0,,3.0,2023-11-30
Machine Learning Engineer,CloudNine,Екатеринбург,,156000.0,6.0,2023-08-31
QA Engineer,ITSolutions,Ростов-на-Дону,199000.0,,0.0,2023-09-25
,CyberSec,Ростов-на-Дону,61000.0,224000.0,4.0,2023-08-21
,CloudNine,Омск,187000.0,435000.0,7.0,2023-06-25
Machine Learning Engineer,GameDev,Санкт-Петербург,80000.0,213000.0,5.0,
,FinTech,Омск,120000.0,407000.0,1.0,2023-12-01
Java Engineer,,Ростов-на-Дону,161000.0,388000.0,8.0,2023-06-16
Product Manager,FinTech,Санкт-Петербург,195000.0,275000.0,5.0,2023-04-06
DevOps Engineer,TechCorp,Омск,151000.0,183000.0,6.0,2023-01-06
Frontend Developer,GameDev,Ростов-на-Дону,,244000.0,0.0,2023-05-22
QA Engineer,,Москва,199000.0,348000.0,1.0,2023-10-07
Python Developer,WebStudio,,149000.0,222000.0,9.0,2023-04-30
Frontend Developer,,Уфа,89000.0,181000.0,1.0,2023-07-16
UI/UX Designer,FinTech,Ростов-на-Дону,102000.0,310000.0,5.0,2023-09-28
DevOps Engineer,CyberSec,Ростов-на-Дону,,438000.0,2.0,2023-02-02
QA Engineer,CloudNine,,141000.0,187000.0,8.0,2023-12-13
Frontend Developer,AIVentures,,80000.0,182000.0,3.0,2023-10-18
Backend Developer,ITSolutions,Самара,146000.0,338000.0,,2023-03-30
DevOps Engineer,DataMasters,Москва,131000.0,430000.0,,2023-10-11
Java Engineer,,Москва,63000.0,90000.0,0.0,2023-04-27
QA Engineer,AIVentures,Ростов-на-Дону,155000.0,,1.0,2023-04-27
Machine Learning Engineer,CyberSec,Екатеринбург,164000.0,458000.0,8.0,
Data Analyst,,Ростов-на-Дону,187000.0,471000.0,9.0,2023-12-28
Data Analyst,CyberSec,Омск,87000.0,157000.0,6.0,2023-04-05
,FinTech,Новосибирск,126000.0,348000.0,7.0,2023-04-02
Frontend Developer,TechCorp,Екатеринбург,173000.0,268000.0,,2023-08-27
Java Engineer,MobileTech,Омск,60000.0,169000.0,,2023-09-17
Product Manager,DataMasters,Ростов-на-Дону,152000.0,241000.0,,2023-07-30
,GameDev,Санкт-Петербург,81000.0,236000.0,7.0,2023-03-23
DevOps Engineer,,Новосибирск,76000.0,259000.0,1.0,2023-02-28
Backend Developer,DataMasters,Уфа,175000.0,,0.0,2023-09-01
Data Analyst,TechCorp,Самара,126000.0,313000.0,2.0,
Product Manager,ITSolutions,Омск,101000.0,,3.0,2023-12-23
Frontend Developer,AIVentures,Екатеринбург,85000.0,,8.0,2023-10-24
DevOps Engineer,DataMasters,Москва,169000.0,196000.0,2.0,
QA Engineer,CyberSec,Казань,63000.0,,4.0,2023-02-08
Product Manager,GameDev,Нижний Новгород,194000.0,356000.0,9.0,2023-05-01
Product Manager,AIVentures,Екатеринбург,151000.0,312000.0,4.0,
Product Manager,,Нижний Новгород,160000.0,230000.0,4.0,2023-03-02
,ITSolutions,Новосибирск,56000.0,177000.0,2.0,2023-05-25
DevOps Engineer,,Ростов-на-Дону,125000.0,347000.0,5.0,2023-02-17
Product Manager,AIVentures,Ростов-на-Дону,182000.0,316000.0,8.0,
,AIVentures,Нижний Новгород,148000.0,271000.0,7.0,2023-06-06
,WebStudio,Екатеринбург,172000.0,363000.0,0.0,2023-10-04
Frontend Developer,AIVentures,,76000.0,297000.0,4.0,2023-02-15
QA Engineer,GameDev,Нижний Новгород,58000.0,345000.0,3.0,
,CloudNine,Екатеринбург,132000.0,342000.0,9.0,2023-06-17
Frontend Developer,WebStudio,Уфа,,314000.0,5.0,2023-11-14
Backend Developer,DataMasters,Москва,183000.0,335000.0,,2023-08-14
Backend Developer,ITSolutions,Уфа,80000.0,,0.0,2023-06-16
Product Manager,,Уфа,195000.0,386000.0,8.0,2023-06-08
Java Engineer,FinTech,Самара,190000.0,323000.0,,2023-04-14
Java Engineer,GameDev,Санкт-Петербург,99000.0,,1.0,2023-02-11
,GameDev,Казань,132000.0,275000.0,8.0,2023-02-22
,CloudNine,Нижний Новгород,195000.0,293000.0,0.0,2023-12-10
Python Developer,CloudNine,Самара,83000.0,121000.0,9.0,
,TechCorp,Уфа,94000.0,374000.0,9.0,2023-03-01
Frontend Developer,DataMasters,Казань,,240000.0,2.0,2023-12-23
QA Engineer,CyberSec,Самара,171000.0,184000.0,,2023-05-27
Product Manager,FinTech,Санкт-Петербург,167000.0,202000.0,8.0,
DevOps Engineer,GameDev,,150000.0,344000.0,5.0,2023-04-17
QA Engineer,MobileTech,Санкт-Петербург,162000.0,,6.0,2023-09-10
Backend Developer,FinTech,Казань,98000.0,282000.0,,2023-01-15
Backend Developer,WebStudio,Санкт-Петербург,175000.0,301000.0,6.0,
Python Developer,GameDev,Москва,63000.0,109000.0,2.0,2023-12-27
Java Engineer,ITSolutions,Ростов-на-Дону,58000.0,303000.0,,2023-04-21
UI/UX Designer,AIVentures,Омск,187000.0,450000.0,0.0,2023-02-04
,FinTech,Нижний Новгород,189000.0,467000.0,4.0,2023-12-21
Machine Learning Engineer,ITSolutions,Москва,165000.0,,3.0,2023-05-03
Frontend Developer,TechCorp,Екатеринбург,121000.0,180000.0,3.0,
Data Analyst,TechCorp,Ростов-на-Дону,130000.0,206000.0,3.0,2023-04-14
UI/UX Designer,,Казань,185000.0,206000.0,1.0,2023-12-03
Product Manager,WebStudio,Санкт-Петербург,119000.0,200000.0,,2023-06-24
,GameDev,Омск,89000.0,221000.0,0.0,2023-09-24
Frontend Developer,CyberSec,,140000.0,209000.0,6.0,2023-10-13
Data Analyst,ITSolutions,Самара,,377000.0,6.0,2023-06-03
Backend Developer,GameDev,Нижний Новгород,168000.0,426000.0,0.0,2023-07-29
,FinTech,Самара,51000.0,246000.0,4.0,2023-09-19
QA Engineer,ITSolutions,Санкт-Петербург,105000.0,353000.0,,2023-12-20
Backend Developer,GameDev,Москва,135000.0,,9.0,2023-04-25
QA Engineer,ITSolutions,Омск,194000.0,223000.0,,2023-11-24
Python Developer,,Нижний Новгород,192000.0,318000.0,0.0,2023-06-09
Python Developer,,Нижний Новгород,167000.0,443000.0,0.0,2023-11-22
Python Developer,DataMasters,,157000.0,448000.0,0.0,2023-08-18
Frontend Developer,ITSolutions,Омск,,322000.0,6.0,2023-04-24
,AIVentures,Уфа,148000.0,363000.0,4.0,2023-09-24
Python Developer,,Нижний Новгород,153000.0,303000.0,5.0,2023-06-17
Java Engineer,MobileTech,Омск,103000.0,348000.0,7.0,
Python Developer,CyberSec,Уфа,114000.0,314000.0,0.0,
